Year,Name,College,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,power_five,first_round
2005,Dan Orlovsky,Connecticut,QB,77,225,4.98,,29.5,105,4.39,7.33,0,
2014,Jeff Mathews,Cornell (NY),QB,75.75,223,5.26,,25.5,104,4.36,7.14,0,
2013,J.C. Tretter,Cornell (NY),OG,75.63,307,5.09,29,29.5,109,4.69,7.48,0,
2006,Kevin Boothe,Cornell (NY),OT,76.75,316,5.44,23,31.5,98,5.07,8.36,0,
2015,Nick Boyle,Delaware,TE,76.5,268,5.04,20,30.5,112,4.23,7.13,0,
2014,Zack Kerr,Delaware,DT,73.38,326,5.08,28,28.5,99,4.71,7.93,0,
2011,Pat Devlin,Delaware,QB,75.38,225,4.81,,33,116,4.32,7.08,0,
2008,Joe Flacco,Delaware,QB,78.38,236,4.86,,28.5,110,4.27,6.82,0,
2007,Ben Patrick,Delaware,TE,75.13,252,4.74,,34.5,111,4.31,7.21,0,
2008,Shaheer McBride,Delaware State,WR,73.5,205,4.68,,29,112,4.48,7.12,0,
2014,Joe Don Duncan,Dixie State (UT),TE,74.63,268,4.79,35,,,,,0,
2017,Eric Saubert,Drake (IA),TE,76.63,253,,22,33,121,,,0,
2017,Zay Jones,East Carolina (NC),WR,73.88,201,4.45,15,36.5,133,4.01,6.79,0,
2016,Montese Overton,East Carolina (NC),OLB,73.75,223,4.61,18,34,123,4.47,7.15,0,
2016,Bryce Williams,East Carolina (NC),TE,77,257,4.94,19,29.5,111,4.53,7.19,0,
2015,Detric Allen,East Carolina (NC),CB,73,200,4.59,,,,,,0,
2015,Shane Carden,East Carolina (NC),QB,73.88,218,4.94,,29.5,104,4.45,7.17,0,
2015,Maurice Falls,East Carolina (NC),OLB,75,247,4.67,,,,,,0,
2015,Justin Hardy,East Carolina (NC),WR,70.25,192,4.56,11,36.5,114,4.21,6.63,0,
2015,Terry Williams,East Carolina (NC),DT,73,344,5.36,,,,,,0,
2015,Cam Worthy,East Carolina (NC),WR,74,211,4.59,12,,,,,0,
2011,Dwayne Harris,East Carolina (NC),WR,70.38,203,4.53,10,34,111,4.21,6.77,0,
2011,Willie Smith,East Carolina (NC),OT,77.38,310,5.4,,30.5,106,4.83,7.95,0,
2010,Linval Joseph,East Carolina (NC),DT,76.5,328,5.09,39,30,100,4.71,8.12,0,
2010,Jay Ross,East Carolina (NC),DT,75,313,5.1,30,32,100,4.64,7.83,0,
2010,C.J. Wilson,East Carolina (NC),DE,74.88,290,4.83,32,33,116,4.77,,0,
2009,Davon Drew,East Carolina (NC),TE,75.75,256,4.78,17,29.5,113,4.56,7.28,0,
2009,Khalif Mitchell,East Carolina (NC),DT,77,318,5.08,30,30,109,4.71,7.45,0,
2008,Chris Johnson,East Carolina (NC),RB,71,197,4.3,,35,130,,,0,
2007,Aundrae Allison,East Carolina (NC),WR,72.25,198,4.42,,37,127,,,0,
2007,James Pinkney,East Carolina (NC),QB,74.5,208,4.81,,34,112,4.49,7.35,0,
2006,Guy Whimper,East Carolina (NC),OT,76.75,304,4.96,26,29,102,4.59,7.38,0,
2013,Armonty Bryant,East Central (OK),DE,75.88,263,4.86,,31.5,118,5,7.32,0,
2015,Andrew Manley,Eastern Illinois,QB,75,225,4.9,,,,,,0,
2014,Jimmy Garoppolo,Eastern Illinois,QB,74.25,226,4.97,,30.5,110,4.26,7.04,0,
2016,Noah Spence,Eastern Kentucky,DE,74.5,251,4.8,25,35,121,4.35,7.21,0,
2015,Matt Lengel,Eastern Kentucky,TE,79,265,4.79,,,,,,0,
2013,Tyrone Goard,Eastern Kentucky,WR,75.75,205,4.5,10,36,123,4.39,6.9,0,
2008,Antwaun Molden,Eastern Kentucky,CB,72.75,198,4.44,23,37.5,129,4.14,6.85,0,
2015,Tyreese Russell,Eastern Michigan,TE,75,238,4.77,,,,,,0,
2008,Jason Jones,Eastern Michigan,DE,77.25,273,4.8,18,25.5,123,4.32,7.29,0,
2017,Kendrick Bourne,Eastern Washington,WR,73.25,203,4.68,9,34,125,4.21,6.73,0,
2017,Cooper Kupp,Eastern Washington,WR,73.75,204,4.62,,31,116,4.08,6.75,0,
2015,Tevin McDonald,Eastern Washington,FS,71.38,195,4.63,19,33,112,4.26,7.01,0,
2015,Jake Rodgers,Eastern Washington,OT,77,315,5.24,,,,,,0,
2013,Brandon Kaufman,Eastern Washington,WR,77,216,4.67,9,33.5,115,4.44,7.11,0,
2011,Taiwan Jones,Eastern Washington,RB,71.63,194,4.53,13,32,115,4.33,7.25,0,
2006,Erik Meyer,Eastern Washington,QB,73,210,4.7,,32.5,112,4.12,6.83,0,
2005,Michael Roos,Eastern Washington,OT,78.6,320,5.28,19,29,96,4.5,7.72,0,
2013,Aaron Mellette,Elon (NC),WR,74.38,217,4.54,9,33.5,123,4.41,7.11,0,
2013,Brandon Hepburn,Florida A&M,ILB,74.5,240,4.68,21,32,124,4.55,7.4,0,
2017,Trey Hendrickson,Florida Atlantic,DE,75.88,266,4.65,,33.5,122,4.4,7.03,0,
2015,Damian Parms,Florida Atlantic,SS,73,206,4.59,,,,,,0,
2015,DJoun Smith,Florida Atlantic,CB,70,187,4.45,18,36,124,4.26,6.96,0,
2014,Keith Reaser,Florida Atlantic,CB,70.75,189,4.43,22,,,,,0,
2012,Alfred Morris,Florida Atlantic,RB,69.88,219,4.63,16,35.5,117,4.19,7.01,0,
2011,Rob Housler,Florida Atlantic,TE,77.38,248,4.46,22,37,117,4.21,6.9,0,
2011,Lestar Jean,Florida Atlantic,WR,75,215,4.61,14,37.5,113,4.43,7.45,0,
2011,Jeff Van Camp,Florida Atlantic,QB,77,218,4.83,,31,114,4.16,6.87,0,
2005,Jared Allen,Florida Atlantic,QB,74.25,218,5,,27.5,106,4.39,7.29,0,
2017,Jonnu Smith,Florida International,TE,74.75,248,4.62,22,38,127,4.18,,0,
2015,Justin Halley,Florida International,FS,74,190,4.56,,,,,,0,
2013,Johnathan Cyprien,Florida International,SS,72.25,217,4.56,,38.5,,,,0,
2013,Tourek Williams,Florida International,DE,75,260,4.92,25,33,112,,,0,
2012,T.Y. Hilton,Florida International,WR,69.5,183,4.37,,,,,,0,
2007,Antwan Barnes,Florida International,OLB,72.63,240,4.46,31,35,122,4.32,7.29,0,
2007,Chandler Williams,Florida International,WR,70.75,184,4.46,,32.5,123,4.29,6.99,0,
2015,Tebucky Jones,Fordham (NY),WR,71,197,4.53,,,,,,0,
2010,John Skelton,Fordham (NY),QB,77.38,243,4.85,,33.5,108,4.33,7.17,0,
2011,Orenthal Murdock,Fort Hays State (KS),WR,70.5,197,4.53,15,34.5,116,4.37,,0,
2005,Kelly Griffeth,Fort Hays State (KS),TE,77.25,284,4.93,21,28,101,4.27,7.25,0,
2011,Ricardo Lockette,Fort Valley State (GA),WR,74.13,211,4.34,,35.5,127,4.19,7.15,0,
2015,Tyeler Davison,Frenso State (CA),DT,73.63,316,5.18,32,33,105,4.46,7.53,0,
2015,Josh Harper,Frenso State (CA),WR,72.88,191,4.64,13,32,108,4.36,7.15,0,
2015,Karl Mickelsen,Frenso State (CA),ILB,73,234,4.83,,,,,,0,
2015,Curtis Riley,Frenso State (CA),CB,73,190,4.52,,,,,,0,
2015,Derron Smith,Frenso State (CA),FS,70,200,4.52,,,,,,0,
2015,Cody Wichmann,Frenso State (CA),OG,78,315,5.32,,,,,,0,
2014,Davante Adams,Frenso State (CA),WR,72.88,212,4.56,14,39.5,123,4.3,6.82,0,
2014,Isaiah Burse,Frenso State (CA),WR,70.38,188,4.58,16,31,114,3.94,6.74,0,
2014,Derek Carr,Frenso State (CA),QB,74.38,214,4.69,,34.5,110,4.2,,0,
2014,Marcel Jensen,Frenso State (CA),TE,77.75,259,4.85,24,35,114,4.6,7.38,0,
2013,Robbie Rouse,Frenso State (CA),RB,65.75,190,4.8,15,34,114,4.25,6.97,0,
2013,Phillip Thomas,Frenso State (CA),FS,72.5,208,4.65,14,35,122,,,0,
2012,Devon Wylie,Frenso State (CA),WR,69,187,4.36,17,39,123,,,0,
2011,Chris Carter,Frenso State (CA),OLB,73.13,248,4.58,27,36,114,4.34,6.88,0,
2011,Ryan Colburn,Frenso State (CA),QB,74.75,233,5.12,,,,4.28,6.84,0,
2011,Andrew Jackson,Frenso State (CA),OG,77,299,5.27,25,28,98,4.65,7.55,0,
2010,Seyi Ajirotutu,Frenso State (CA),WR,75.38,204,4.6,14,36,115,4.39,7.22,0,
2010,A.J. Jefferson,Frenso State (CA),CB,72.13,193,4.42,7,44,126,4,6.72,0,
2010,Ryan Mathews,Frenso State (CA),RB,71.63,218,4.37,19,36,121,4.33,7,0,
2010,Lonyae Miller,Frenso State (CA),RB,71.5,221,4.43,26,36.5,120,4.54,7.2,0,
2009,Tom Brandstater,Frenso State (CA),QB,77,220,4.87,,28.5,106,4.37,6.93,0,
2009,Bear Pascoe,Frenso State (CA),TE,77.13,251,4.96,,26.5,107,4.55,7.65,0,
2007,Chris Denman,Frenso State (CA),OT,78.5,315,5.65,21,27.5,97,4.92,8.1,0,
2007,Marcus McCauley,Frenso State (CA),CB,72.75,203,4.4,17,36,129,4.17,6.61,0,
2007,Paul Williams,Frenso State (CA),WR,73.25,205,4.49,,38.5,125,4.24,7.03,0,
2007,Dwayne Wright,Frenso State (CA),RB,71.5,228,4.69,14,34,115,4.43,7.23,0,
2006,Adam Jennings,Frenso State (CA),WR,69.13,181,4.46,,37.5,118,4.12,6.88,0,
2006,Richard Marshall,Frenso State (CA),CB,71.13,189,4.46,12,37,129,4.16,6.65,0,
2006,Wendell Mathis,Frenso State (CA),RB,71.38,210,4.54,20,33,117,4.22,6.93,0,
2006,Paul Pinegar,Frenso State (CA),QB,76.88,232,5.14,,29,110,4.49,7.36,0,
2005,Logan Mankins,Frenso State (CA),OG,76.1,307,5.14,21,30,95,4.44,7.52,0,
2014,Dakota Dozier,Furman (SC),OG,75.63,313,5.42,23,24,100,4.89,8.14,0,
2012,Ryan Steed,Furman (SC),CB,70.5,195,4.64,12,34,121,4.22,6.94,0,
2009,Joel Bell,Furman (SC),OT,78.75,315,5.11,27,30,109,4.57,7.55,0,
2008,Jerome Felton,Furman (SC),FB,71.63,241,4.8,30,32.5,110,4.46,7.2,0,
2006,Ingle Martin,Furman (SC),QB,74.25,220,4.72,,36,111,4.17,7.13,0,
2015,Kenny Cook,Gardner-Webb (NC),WR,75,215,4.56,,,,,,0,
2015,Garrett Frye,Georgia Southern,OT,76,288,5.08,,,,,,0,
2014,Jerick McKinnon,Georgia Southern,RB,68.88,209,4.41,32,40.5,132,4.12,6.83,0,
2014,Lavelle Westbrooks,Georgia Southern,CB,71,186,4.63,15,36,121,4.27,6.98,0,
2013,J.J. Wilcox,Georgia Southern,SS,72,213,4.57,17,35,124,4.09,7.02,0,
2017,Robert Davis,Georgia State,WR,74.75,219,4.44,19,41,136,4.28,6.82,0,
2014,Albert Wilson,Georgia State,WR,69,202,4.43,10,37.5,123,4.21,7,0,
2013,Mark Jackson,Glenville State (WV),OG,77.38,328,5.65,20,20.5,91,5.03,8.07,0,
2006,Bruce Eugene,Grambling State (LA),QB,72.25,260,5.13,,27.5,94,4.76,7.97,0,
2006,Jason Hatcher,Grambling State (LA),DE,77.88,284,4.91,28,35.5,113,4.49,7.67,0,
2005,Kenneth Pettway,Grambling State (LA),OLB,75,236,4.73,22,32.5,114,4.31,7.29,0,
2016,Matt Judon,Grand Valley State (MI),DE,75,275,4.73,30,35,109,4.52,7.67,0,
2012,Micah Pellerin,Hampton (VA),CB,72.38,194,4.52,14,33,116,,,0,
2011,Kenrick Ellis,Hampton (VA),DT,76.88,346,5.19,26,,,,,0,
2009,Chris Baker,Hampton (VA),DT,74,326,4.94,24,35.5,106,4.9,8.06,0,
2008,Marcus Dixon,Hampton (VA),DE,76,292,5.27,21,26,111,4.67,7.58,0,
2008,Kendall Langford,Hampton (VA),DE,77.5,287,5.01,24,27,114,4.69,7.72,0,
2007,Travarous Bain,Hampton (VA),CB,72.25,182,4.46,10,,,,,0,
2007,Alonzo Coleman,Hampton (VA),RB,69.88,207,4.5,27,,120,,,0,
2007,Justin Durant,Hampton (VA),ILB,72.88,230,4.55,25,36,121,4.09,6.77,0,
2007,Marquay McDaniel,Hampton (VA),WR,70.5,205,4.58,19,33.5,114,4.35,7.13,0,
2005,Tony Madison,Hampton (VA),WR,74,214,4.52,,39,121,4.31,7.14,0,
2005,Jerome Mathis,Hampton (VA),WR,71.25,181,4.26,,35.5,123,,,0,
2015,Tello Luckett,Harding (AR),WR,71.75,211,4.65,17,34,118,4.5,7.51,0,
2013,Ty Powell,Harding (AR),OLB,74.13,249,4.64,28,37,122,4.4,6.98,0,
2009,Jason Boltus,Hartwick (NY),QB,74.75,225,4.82,26,31.5,111,4.47,7,0,
2016,Ben Braunecker,Harvard,TE,75.38,250,4.73,20,35.5,121,4.2,6.9,0,
2016,Cole Toner,Harvard,OT,77.25,306,5.32,22,26,103,4.59,7.88,0,
2015,Nick Easton,Harvard,C,74,307,5.15,,,,,,0,
2015,Zack Hodges,Harvard,OLB,74.5,250,4.68,,33.5,125,4.65,,0,
2005,Ryan Fitzpatrick,Harvard,QB,74.38,232,4.87,,30.5,103,4.07,7.09,0,
2015,Joey Iosefa,Hawaii,FB,71.75,247,5.02,30,31.5,110,4.33,7.24,0,
2013,Mike Edwards,Hawaii,CB,69,189,4.56,14,36,124,4.18,6.94,0,
2013,Luke Ingram,Hawaii,LS,77,258,5.05,24,,106,,,0,
2012,Vaughn Meatoga,Hawaii,DT,73.13,294,4.93,27,30,108,4.21,7.1,0,
2011,Alex Green,Hawaii,RB,72.25,225,4.45,20,34,114,4.15,6.91,0,
2011,Kealoha Pilares,Hawaii,WR,69.88,199,4.56,19,,,,,0,
2011,Greg Salas,Hawaii,WR,73.13,210,4.53,15,37,120,4.1,6.65,0,
2009,Ryan Mouton,Hawaii,CB,69,187,4.51,18,39.5,129,,,0,
2009,David Veikune,Hawaii,DE,74.38,257,4.79,35,33,110,4.46,7.2,0,
2008,Davone Bess,Hawaii,WR,69.88,194,4.77,12,31.5,118,4.27,6.97,0,
2008,Ryan Grice-Mullen,Hawaii,WR,70,187,4.57,17,27.5,118,4.16,6.91,0,
2008,Jason Rivers,Hawaii,WR,73.25,200,4.62,,30,118,4.32,7.03,0,
2007,Nate Ilaoa,Hawaii,RB,68.88,245,4.79,25,30,103,4.42,7.1,0,
2007,Leonard Peters,Hawaii,FS,73.13,210,4.81,21,32.5,110,,7.49,0,
2007,Samson Satele,Hawaii,C,74.63,300,5.26,25,33,101,4.29,7.47,0,
2007,Dane Uperesa,Hawaii,OT,76.38,309,5.28,,,,,,0,
2005,Timmy Chang,Hawaii,QB,73,211,5.1,,29,103,4.2,7.24,0,
2005,Abraham Elimimian,Hawaii,CB,69.6,190,4.68,14,39,118,4.05,,0,
2005,Chad Owens,Hawaii,WR,67.38,183,4.66,23,37,110,3.94,6.7,0,
2015,Kevin Rodgers,Henderson State (AR),QB,74,201,5.12,,,,,,0,
2011,Andre Holmes,Hillsdale (MI),WR,76.38,210,4.51,11,35,130,4.31,6.69,0,
2010,Jared Veldheer,Hillsdale (MI),OT,80.13,312,5.06,32,33.5,109,4.51,7.4,0,
2015,Ali Marpet,Hobart & William Smith (NY),OG,75.88,307,4.98,30,30.5,108,4.47,7.33,0,
2006,Marques Colston,Hofstra (NY),WR,76.63,224,4.54,16,37,123,4.43,6.94,0,
2017,Tyus Bowser,Houston,LB,74.63,247,4.65,21,37.5,127,4.29,6.75,0,
2016,Demarcus Ayers,Houston,WR,69.38,182,4.72,,33,123,,,0,
2016,William Jackson,Houston,CB,72.38,189,4.37,10,,116,,,0,
2015,Deontay Greenberry,Houston,WR,75,198,4.64,,,,,,0,
2015,Rowdy Harper,Houston,OG,78,295,5.29,,,,,,0,
2015,Trevor Harris,Houston,DE,77,233,4.68,,,,,,0,
2015,Joey Mbu,Houston,DT,74.88,313,5.54,,22.5,97,5.01,8.2,0,
2015,Efrem Oliphant,Houston,OLB,73,230,4.76,,,,,,0,
2012,Patrick Edwards,Houston,WR,69.25,172,4.58,,,,,,0,
2012,Case Keenum,Houston,QB,72.63,208,4.72,,32.5,103,,,0,
2011,Isaiah Thompson,Houston,OG,75.38,300,6,23,25,82,5.56,9.04,0,
2008,Anthony Alridge,Houston,RB,69,170,4.41,,30.5,134,,6.88,0,
2008,Donnie Avery,Houston,WR,71,192,4.46,16,,,,,0,
2007,Kevin Kolb,Houston,QB,75.13,218,4.89,,32.5,112,4.44,6.94,0,
2005,Stanford Routt,Houston,CB,73.4,193,4.33,,36.5,127,3.9,6.63,0,
2013,Keith Pough,Howard (DC),OLB,73.75,239,4.9,17,33,118,4.47,7.28,0,
2006,Antoine Bethea,Howard (DC),FS,71,203,4.42,19,36.5,127,4.11,6.99,0,
2005,Ronald Bartell,Howard (DC),CB,73.3,211,4.42,21,35.5,,,,0,
2017,Austin Rehkow,Idaho,P,74.63,214,,,,,4.47,,0,
2015,Quayshawne Buckley,Idaho,DT,74,302,5.26,,,,,,0,
2011,Nathan Enderle,Idaho,QB,76.13,240,5.12,,25.5,102,4.46,7.13,0,
2011,Daniel Hardy,Idaho,TE,75.75,249,4.77,18,,,,,0,
2011,Shiloh Keo,Idaho,SS,71.25,219,4.74,24,32.5,110,3.9,6.55,0,
2010,Mike Iupati,Idaho,OG,77.13,331,5.24,27,27.5,92,4.93,7.85,0,
2009,Eddie Williams,Idaho,FB,73,239,4.79,23,,,,,0,
2007,Matt Gutierrez,Idaho State,QB,76.25,232,5.04,,29.5,108,4.28,6.99,0,
2017,Cameron Lee,Illinois State,OG,76.63,312,5.44,18,25.5,100,4.75,8.02,0,
2016,Marshaun Coprich,Illinois State,RB,68,207,4.47,17,34,112,4.58,7.26,0,
2015,Jermaine Barton,Illinois State,OT,79,315,5.38,,,,,,0,
2015,James OShaughnessy,Illinois State,TE,76,245,4.69,,,,,,0,
2007,Laurent Robinson,Illinois State,WR,74,199,4.44,19,39,127,4.28,6.83,0,
2005,Boomer Grigsby,Illinois State,ILB,73,249,4.6,32,35.5,112,,7.1,0,
2017,Ethan Cooper,Indiana (PA),OG,74,322,5.36,26,24.5,99,4.88,8.02,0,
2010,Akwasi Owusu-Ansah,Indiana (PA),CB,72.25,207,4.32,,35.5,120,4.32,6.84,0,
2005,Leron McCoy,Indiana (PA),WR,73.5,211,4.41,,37,119,4.21,7.19,0,
2009,Domonique Johnson,Jackson State (MS),CB,74,198,4.5,7,32,116,4.3,7,0,
2008,Jaymar Johnson,Jackson State (MS),WR,71.13,177,4.53,14,32,118,4.18,6.75,0,
2016,Devaunte Sigler,Jacksonville State (AL),DT,75.5,298,5.15,23,25,,4.97,7.9,0,
2015,Max Shortell,Jacksonville State (AL),QB,77,240,5.04,,,,,,0,
2013,Alan Bonner,Jacksonville State (AL),WR,70.25,193,4.59,14,33,117,4.15,,0,
2015,Sage Harold,James Madison (VA),OLB,75,242,4.65,,,,,,0,
2015,Dean Marlowe,James Madison (VA),FS,73.5,203,4.58,16,33.5,114,4.18,7,0,
2013,Earl Watford,James Madison (VA),OG,75.38,300,5.06,24,30,107,5,7.77,0,
2010,Dorian Brooks,James Madison (VA),OG,74.25,306,5.15,26,23,100,4.66,7.73,0,
2010,Arthur Moats,James Madison (VA),OLB,72.25,246,4.64,24,36.5,122,4.37,7.22,0,
2015,Mark Myers,John Carroll (OH),QB,76,220,4.92,,,,,,0,
2015,Casey Pierce,Kent State (OH),TE,75,244,4.78,,,,,,0,
2014,Dri Archer,Kent State (OH),WR,67.75,173,4.26,20,38,122,4.06,6.86,0,
2009,Augustus Parrish,Kent State (OH),OT,76,303,5.35,21,,78,,,0,
2008,Jack Williams,Kent State (OH),CB,69,186,4.56,19,35.5,121,,6.91,0,
2017,Jordan Morgan,Kutztown (PA),OG,74.75,309,5.36,21,27,102,4.73,8.13,0,
2015,Ross Scheuerman,Lafayette (PA),WR,71.88,204,4.62,15,33,121,4.11,7.08,0,
2017,Brendan Langley,Lamar (TX),CB,72.25,201,4.43,22,35.5,123,4.21,7.06,0,
2007,Jacoby Jones,Lane College (TN),WR,74.63,210,4.55,,34,129,4.31,7.03,0,
2017,Antony Auclair,Laval,TE,78,254,,,,,4.45,,0,
2013,Ryan Spadola,Lehigh (PA),WR,73.25,204,4.48,15,33.5,119,4.07,6.72,0,
2011,Will Rackley,Lehigh (PA),OG,75.25,309,5.27,29,23.5,,4.94,7.91,0,
2005,Adam Bergen,Lehigh (PA),TE,76.38,265,4.84,25,38,118,4.1,7.11,0,
2016,Josh Woodrum,Liberty (VA),QB,74,231,4.8,,31,116,4.31,6.74,0,
2009,Rashad Jennings,Liberty (VA),RB,73,231,4.59,29,34,120,4.2,6.86,0,
2015,Davon Walls,Lincoln (MO),DT,76,301,,,,,,,0,
2017,Connor Harris,Lindenwood (MO),ILB,71,242,4.73,18,33,114,4.18,7.13,0,
2014,Pierre Desir,Lindenwood (MO),CB,73,198,4.59,11,35,133,4.3,6.86,0,
2017,Carlos Henderson,Louisiana Tech,WR,70.75,199,4.46,13,36,131,4.35,7.18,0,
2017,Trent Taylor,Louisiana Tech,WR,67.63,181,4.63,13,33,117,4.01,6.74,0,
2016,Vernon Butler,Louisiana Tech,DT,75.63,323,5.33,26,29.5,104,4.76,7.82,0,
2016,Kenneth Dixon,Louisiana Tech,RB,70.13,215,4.56,18,37.5,121,4.28,6.97,0,
2016,Jeff Driskel,Louisiana Tech,QB,76,234,4.56,,32,122,4.25,7.19,0,
2015,Houston Bates,Louisiana Tech,OLB,73,245,4.77,,,,,,0,
2015,Mitchell Bell,Louisiana Tech,OG,74,348,5.48,,,,,,0,
2015,LeVander Liggins,Louisiana Tech,CB,70,191,4.49,,,,,,0,
2015,Terrell Pinson,Louisiana Tech,SS,74,210,4.65,,,,,,0,
2014,Justin Ellis,Louisiana Tech,DT,73.5,334,5.27,25,28,91,4.75,7.81,0,
2014,IK Enemkpali,Louisiana Tech,DE,72.75,261,4.78,28,34,112,4.65,7.67,0,
2013,Colby Cameron,Louisiana Tech,QB,74.13,212,4.78,,30.5,112,4.28,6.98,0,
2013,Oscar Johnson,Louisiana Tech,OT,77.25,331,5.49,,22,88,5.06,8.06,0,
2013,Jordan Mills,Louisiana Tech,OT,77,316,5.37,20,28.5,101,4.88,8.1,0,
2013,Quinton Patton,Louisiana Tech,WR,72,204,4.53,8,33,118,4.01,6.91,0,
2012,Lennon Creer,Louisiana Tech,RB,71.38,219,4.67,21,33.5,110,4.4,7.26,0,
2007,Johnathan Holland,Louisiana Tech,WR,71.75,191,4.47,15,35.5,120,4.4,7.12,0,
2005,Ryan Moats,Louisiana Tech,RB,68.3,210,4.49,19,36,116,4.1,7.22,0,
2005,Jerron Wishom,Louisiana Tech,CB,71.8,193,4.53,18,38,118,4.07,6.81,0,
2017,Elijah McGuire,Louisiana-Lafayette,RB,69.75,214,4.53,15,36,120,4.56,7.26,0,
2015,Terrance Broadway,Louisiana-Lafayette,QB,73,223,4.62,,,,,,0,
2015,Justin Hamilton,Louisiana-Lafayette,DT,74,315,5.12,,,,,,0,
2015,Alonzo Harris,Louisiana-Lafayette,RB,73,243,4.56,,,,,,0,
2015,Daniel Quave,Louisiana-Lafayette,OG,75,324,5.43,,,,,,0,
2015,Jamal Robinson,Louisiana-Lafayette,WR,75,205,4.57,,,,,,0,
2012,Dwight Bentley,Louisiana-Lafayette,CB,70,182,4.42,13,31.5,114,4.5,6.99,0,
2012,Ladarius Green,Louisiana-Lafayette,TE,77.75,238,4.45,16,34.5,124,4.47,7.12,0,
2010,Hall Davis,Louisiana-Lafayette,DE,75.75,271,4.84,28,,,,,0,
2015,RobDonovan Lewis,Louisiana-Monroe,CB,70,188,4.59,,,,,,0,
2015,Justin Manton,Louisiana-Monroe,K,74.75,196,4.93,,,,,,0,
2015,Pete Thomas,Louisiana-Monroe,QB,77,232,5.06,,,,,,0,
2015,Joseph Treadwell,Louisiana-Monroe,OT,77,324,5.65,,,,,,0,
2007,Kevin Payne,Louisiana-Monroe,FS,72.25,220,4.63,20,35,106,4.3,7,0,
2007,Chaz Williams,Louisiana-Monroe,CB,71.13,196,4.75,13,32.5,108,,,0,
2014,Kendall James,Maine,CB,70.5,180,4.44,9,39,,4.19,6.81,0,
2012,Jerron McMillian,Maine,SS,71.13,203,4.47,17,36.5,120,4.22,6.69,0,
2007,Daren Stone,Maine,SS,75.25,218,4.6,13,39,132,4.44,7.13,0,
2017,Krishawn Hogan,Marian (IN),WR,74.63,222,4.56,13,36.5,124,4.21,6.74,0,
2016,Devon Johnson,Marshall (WV),RB,72.5,238,,,,,,,0,
2015,Rakeem Cato,Marshall (WV),QB,71,171,4.7,,,,,,0,
2015,Chris Jasperse,Marshall (WV),C,75,297,5.38,,,,,,0,
2015,James Rouse,Marshall (WV),DE,77,277,4.89,,,,,,0,
2015,Tommy Shuler,Marshall (WV),WR,67,188,4.68,,,,,,0,
2012,Vinny Curry,Marshall (WV),DE,75.13,266,4.87,,32,110,4.4,6.9,0,
2011,Lee Smith,Marshall (WV),TE,77.75,266,4.94,25,29,108,4.28,7.16,0,
2010,Darius Marshall,Marshall (WV),RB,69.25,190,4.59,14,35.5,109,4.39,,0,
2010,Albert McClellan,Marshall (WV),ILB,73,247,4.75,26,36.5,119,4.21,7.24,0,
2009,Darius Passmore,Marshall (WV),WR,72.38,188,4.51,,33.5,,,,0,
2009,C.J. Spillman,Marshall (WV),FS,72,197,4.45,,41.5,122,4.33,7.05,0,
2008,Bernard Morris,Marshall (WV),QB,75,223,4.77,18,24.5,109,,,0,
2007,Ahmad Bradshaw,Marshall (WV),RB,69.5,198,4.61,,34,112,4.09,6.7,0,
2006,Chris Hawkins,Marshall (WV),CB,70.13,183,4.53,16,37,116,4.18,,0,
2005,Josh Davis,Marshall (WV),WR,72.38,191,4.55,,37.5,118,4.22,7.19,0,
2005,Johnathan Goddard,Marshall (WV),OLB,72.3,238,4.7,27,35,107,4.14,7.48,0,
2016,Tajae Sharpe,Massachusetts,WR,74,194,4.55,11,33.5,114,,,0,
2015,Jean Sifrin,Massachusetts,TE,77.25,245,4.84,,33,114,4.6,7.5,0,
2013,Stephane Milhim,Massachusetts,OT,75.75,314,5.23,,28.5,104,4.87,,0,
2012,Emil Igwenagu,Massachusetts,FB,73.25,249,4.7,19,34.5,121,4.4,7.32,0,
2010,Vladimir Ducasse,Massachusetts,OT,76.38,332,5.21,29,26,91,4.97,8.25,0,
2015,Antoine Everett,McNeese State (LA),OG,74,328,5.32,,,,,,0,
2014,Nic Jacobs,McNeese State (LA),TE,76.75,269,4.89,15,,,,,0,
2012,Janzen Jackson,McNeese State (LA),FS,71.5,188,4.6,9,36.5,125,4.15,6.9,0,
2009,Quinten Lawrence,McNeese State (LA),WR,71.63,184,4.4,20,,,,,0,
2009,Kyle Link,McNeese State (LA),OT,77.38,305,5.48,19,,,,,0,
2008,Bryan Smith,McNeese State (LA),OLB,74.38,231,4.76,17,32.5,120,4.4,7.22,0,
2017,Jake Elliott,Memphis,K,69.25,167,4.79,,,,,,0,
2017,Art Maulet,Memphis,DB,69.75,189,4.62,18,34.5,120,4.22,,0,
2016,Paxton Lynch,Memphis,QB,78.63,244,4.86,,36,118,4.26,7.14,0,
2015,Al Bond,Memphis,OG,75.75,303,5.57,22,23.5,90,4.65,7.9,0,
2015,Martin Ifedi,Memphis,DE,75.13,275,4.88,16,31,111,4.58,7.39,0,
2015,Tank Jakes,Memphis,OLB,70,218,4.82,,,,,,0,
2015,Bobby McCain,Memphis,CB,69.5,195,4.51,17,36,130,3.82,6.8,0,
2013,Jordan Devey,Memphis,OT,78.63,317,5.25,21,24,98,4.77,7.91,0,
